39.60504,-107.15615
39.60475,-107.15633
39.60458,-107.15648
39.6044,-107.15666
39.60424,-107.15686
39.6041,-107.15707
39.60387,-107.15754
39.60377,-107.15779
39.60371,-107.15792
39.60354,-107.15835
39.60352,-107.15842
39.60346,-107.15855
39.60332,-107.15892
39.60326,-107.15905
39.60317,-107.15931
39.60297,-107.15979
39.60296,-107.1598
39.60296,-107.15981
39.60281,-107.16018
39.60241,-107.16101
39.60236,-107.16114
39.6023,-107.16127
39.60221,-107.16153
39.60215,-107.16174
39.60213,-107.16187
39.60206,-107.16222
39.60203,-107.16247
39.60198,-107.16315
39.6019,-107.16386
39.60179,-107.16458
39.60176,-107.1647
39.60157,-107.16582
39.60143,-107.1665
39.60136,-107.16678
39.60131,-107.16704
39.60071,-107.16933
39.60071,-107.16936
39.60046,-107.17026
39.60037,-107.17053
39.60022,-107.1709
39.60016,-107.17102
39.60002,-107.17125
39.59988,-107.17146
39.59979,-107.17156
39.59972,-107.17165
39.59939,-107.17203
39.5993,-107.17212
39.59926,-107.17217
39.59855,-107.17296
39.59847,-107.17306
39.59831,-107.17324
39.59822,-107.17333
39.59822,-107.17334
39.59748,-107.17417
39.59713,-107.17452
39.59695,-107.17468
39.59667,-107.1749
39.59657,-107.17497
39.59639,-107.17511
39.59629,-107.17518
39.59611,-107.17532
39.59579,-107.17559
39.59557,-107.1758
39.5954,-107.17599
39.59531,-107.17608
39.59441,-107.1771
39.59394,-107.17754
39.59369,-107.17775
39.59361,-107.17783
39.59352,-107.1779
39.59336,-107.17805
39.59283,-107.17851
39.59278,-107.17856
39.59234,-107.17894
39.59225,-107.17903
39.59217,-107.1791
39.5919,-107.17937
39.59173,-107.17956
39.59172,-107.17958
39.59165,-107.17966
39.59158,-107.17976
39.59146,-107.17991
39.59135,-107.18007
39.59129,-107.18018
39.59123,-107.18027
39.59115,-107.18043
39.59113,-107.18045
39.59093,-107.18087
39.59087,-107.18103
39.59083,-107.18111
39.59082,-107.18115
39.59076,-107.18129
39.59074,-107.18135
39.59048,-107.18198
39.59047,-107.18202
39.59044,-107.18208
39.59029,-107.18244
39.59026,-107.18253
39.59024,-107.18256
39.59005,-107.18302
39.58979,-107.1836
39.58973,-107.18372
39.58968,-107.18384
39.58928,-107.18467
39.58898,-107.18525
39.58896,-107.18528
39.58879,-107.18561
39.58872,-107.18572
39.58866,-107.18585
39.58745,-107.188
39.58717,-107.18857
39.58715,-107.18863
39.58709,-107.18876
39.58709,-107.18877
39.58694,-107.18916
39.5869,-107.1893
39.58685,-107.18944
39.58677,-107.18972
39.58674,-107.18986
39.5867,-107.18999
39.58661,-107.19043
39.58653,-107.19101
39.58653,-107.19108
39.58652,-107.19115
39.58651,-107.1913
39.58651,-107.19144
39.5865,-107.19159
39.5865,-107.19201
39.58651,-107.19216
39.58651,-107.19224
39.58652,-107.1923
39.58654,-107.1926
39.58656,-107.19275
39.58657,-107.19288
39.58661,-107.19316
39.58662,-107.19329
39.58664,-107.19342
39.58664,-107.19344
39.58668,-107.19373
39.58669,-107.19388
39.58675,-107.1943
39.58676,-107.19444
39.58678,-107.19458
39.58678,-107.19462
39.58679,-107.19472
39.58679,-107.19528
39.58678,-107.19537
39.58678,-107.19542
39.58677,-107.19547
39.58677,-107.19552
39.58676,-107.19555
39.58676,-107.19557
39.58675,-107.19561
39.58673,-107.19574
39.58671,-107.19583
39.5867,-107.1959
39.58665,-107.1961
39.58656,-107.19638
39.58651,-107.19651
39.58627,-107.19698
39.58622,-107.19706
39.58619,-107.19709
39.58605,-107.1973
39.58588,-107.19751
39.58584,-107.19754
39.58579,-107.1976
39.58572,-107.19767
39.5855,-107.19786
39.58544,-107.1979
39.58538,-107.19795
39.58533,-107.19798
39.58532,-107.19798
39.58532,-107.19799
39.5852,-107.19805
39.58515,-107.19808
39.58494,-107.19818
39.58475,-107.19826
39.58422,-107.19842
39.58421,-107.19842
39.58371,-107.1986
39.58351,-107.1987
39.58321,-107.1989
39.58302,-107.19907
39.58286,-107.19925
39.58269,-107.19946
39.58252,-107.19974
39.5824,-107.19999
39.58229,-107.20025
39.58195,-107.20116
39.58185,-107.20139
39.58184,-107.20143
39.58161,-107.20191
39.58134,-107.20238
39.58112,-107.2027
39.58079,-107.20311
39.58071,-107.2032
39.58062,-107.20329
39.58054,-107.20338
39.58016,-107.20371
39.57997,-107.20386
39.57987,-107.20392
39.57977,-107.204
39.57936,-107.20426
39.57917,-107.2044
39.57898,-107.20452
39.57869,-107.20475
39.57852,-107.20492
39.57836,-107.20512
39.57829,-107.20522
39.57821,-107.20532
39.57807,-107.20555
39.5773,-107.20694
39.57724,-107.20706
39.57711,-107.20728
39.57687,-107.20774
39.57676,-107.20798
39.57661,-107.20836
39.57653,-107.20862
39.57646,-107.2089
39.57644,-107.20903
39.57641,-107.20916
39.57639,-107.20931
39.57636,-107.20975
39.57636,-107.20986
39.57637,-107.20999
39.57637,-107.21015
39.57638,-107.21029
39.57638,-107.21044
39.57641,-107.21071
39.5765,-107.21197
39.57652,-107.21213
39.57657,-107.21286
39.5766,-107.21315
39.57667,-107.21415
39.57669,-107.2143
39.57674,-107.21502
39.57676,-107.21517
39.57677,-107.21532
39.57681,-107.21563
39.57684,-107.21576
39.57686,-107.21589
39.57692,-107.21617
39.57696,-107.21631
39.57705,-107.21673
39.57709,-107.21687
39.57725,-107.21756
39.57731,-107.21797
39.57733,-107.21826
39.57733,-107.2184
39.57732,-107.21855
39.57732,-107.21867
39.57729,-107.2189
39.57729,-107.21895
39.57709,-107.22032
39.57706,-107.22046
39.57702,-107.22073
39.57694,-107.22113
39.5768,-107.2216
39.57665,-107.22196
39.57653,-107.22217
39.57638,-107.22241
39.57631,-107.2225
39.57623,-107.22262
39.57619,-107.22267
39.57615,-107.22271
39.57607,-107.22281
39.57605,-107.22282
39.5759,-107.22297
39.5758,-107.22306
39.5757,-107.22314
39.5756,-107.22321
39.57539,-107.22334
39.57508,-107.22348
39.57485,-107.22355
39.57452,-107.22361
39.5743,-107.22363
39.57421,-107.22363
39.57419,-107.22364
39.57404,-107.22364
39.57393,-107.22365
39.57382,-107.22365
39.5736,-107.22367
39.5735,-107.22367
39.57316,-107.22369
39.57302,-107.22369
39.57289,-107.2237
39.57278,-107.22372
39.57268,-107.22373
39.57249,-107.22377
39.5723,-107.22382
39.57199,-107.22394
39.57157,-107.22414
39.57128,-107.22431
39.57125,-107.22434
39.57118,-107.22439
39.571,-107.22454
39.57091,-107.22463
39.57075,-107.22483
39.57068,-107.22494
39.5706,-107.22505
39.5705,-107.22523
39.57048,-107.22526
39.57042,-107.22538
39.57016,-107.226
39.5701,-107.22612
39.57,-107.22638
39.56995,-107.22649
39.5699,-107.22663
39.56974,-107.227
39.5697,-107.22712
39.56959,-107.22737
39.56954,-107.2275
39.56949,-107.22761
39.56949,-107.22762
39.56928,-107.22811
39.56903,-107.22857
39.56882,-107.22888
39.56881,-107.2289
39.56866,-107.22909
39.56836,-107.2295
39.56833,-107.22953
39.56828,-107.22959
39.56813,-107.2298
39.56797,-107.23
39.56791,-107.23009
39.56782,-107.2302
39.56744,-107.23073
39.56725,-107.23107
39.56719,-107.23119
39.56704,-107.23155
39.56691,-107.23194
39.56686,-107.23206
39.56683,-107.23218
39.56678,-107.23232
39.5667,-107.23258
39.56664,-107.23274
39.56658,-107.23295
39.56636,-107.23361
39.56631,-107.23372
39.56626,-107.23385
39.56615,-107.2341
39.56609,-107.2342
39.56597,-107.23443
39.56586,-107.2346
39.56584,-107.23464
39.56579,-107.23472
39.56554,-107.23507
39.56548,-107.23517
39.56495,-107.23592
39.56471,-107.23624
39.56455,-107.23643
39.56447,-107.23654
39.5643,-107.23673
39.56394,-107.23709
39.56367,-107.23733
39.56327,-107.23765
39.56318,-107.23771
39.56308,-107.23779
39.5622,-107.23835
39.5621,-107.23842
39.562,-107.23848
39.5617,-107.23868
39.56159,-107.23874
39.5614,-107.23887
39.56089,-107.23919
39.5608,-107.23926
39.5606,-107.2394
39.56051,-107.23948
39.56042,-107.23957
39.56033,-107.23965
39.56024,-107.23975
39.56007,-107.23996
39.55991,-107.24018
39.55973,-107.24046
39.55965,-107.24056
39.55937,-107.24097
39.55913,-107.24127
39.55896,-107.24144
39.55885,-107.24154
39.55871,-107.24168
39.55858,-107.24179
39.55849,-107.24188
39.55831,-107.24204
39.55807,-107.24231
39.55789,-107.24254
39.55782,-107.24265
39.55769,-107.24288
39.55753,-107.24327
39.55741,-107.24368
39.55738,-107.24384
39.55735,-107.24407
39.55734,-107.24412
39.55733,-107.24426
39.55733,-107.24434
39.55732,-107.24441
39.55732,-107.24454
39.55735,-107.24494
39.55735,-107.24498
39.55739,-107.24525
39.55749,-107.24566
39.55756,-107.24589
39.55758,-107.24592
39.55762,-107.24605
39.55779,-107.24641
39.558,-107.24675
39.55808,-107.24685
39.55815,-107.24695
39.55823,-107.24704
39.5583,-107.24713
39.55833,-107.24715
39.55854,-107.24737
39.55865,-107.24747
39.55873,-107.24753
39.55882,-107.24762
39.55964,-107.24833
39.55969,-107.24839
39.55978,-107.24847
39.55995,-107.24864
39.56003,-107.24874
39.56007,-107.24878
39.56012,-107.24884
39.56035,-107.24916
39.56049,-107.24939
39.56062,-107.24963
39.56075,-107.24994
39.56082,-107.25013
39.56084,-107.25017
39.56086,-107.25026
39.56091,-107.2504
39.56094,-107.25053
39.56099,-107.25069
39.56101,-107.25082
39.56104,-107.25094
39.56108,-107.2512
39.56114,-107.2517
39.56114,-107.25175
39.56116,-107.25191
39.56117,-107.25206
39.56119,-107.25219
39.5612,-107.25234
39.56141,-107.25426
39.5615,-107.2548
39.5616,-107.2553
39.56163,-107.2554
39.56171,-107.25578
39.56208,-107.25727
39.56211,-107.25743
39.56242,-107.25869
39.56251,-107.25911
39.56259,-107.25969
39.56261,-107.26013
39.56259,-107.26103
39.56255,-107.2619
39.56256,-107.26279
39.56258,-107.26296
39.56259,-107.26311
39.56273,-107.26443
39.563,-107.2664
39.5631,-107.26688
39.56318,-107.26715
39.56324,-107.26729
39.56328,-107.26741
39.5633,-107.26744
39.56334,-107.26753
39.56346,-107.26775
39.5636,-107.26796
39.56367,-107.26805
39.56376,-107.26815
39.56393,-107.26832
39.56404,-107.26841
39.56414,-107.26848
39.56416,-107.2685
39.56443,-107.26867
39.56463,-107.26878
39.56466,-107.26879
39.56478,-107.26885
39.56485,-107.2689
39.56504,-107.269
39.56521,-107.26911
39.56542,-107.26926
39.56549,-107.26932
39.5657,-107.26953
39.56587,-107.26972
39.56608,-107.27003
39.56628,-107.27042
39.56642,-107.27081
39.56646,-107.27094
39.56652,-107.27122
39.56654,-107.27128
39.56657,-107.27149
39.5666,-107.27183
39.5666,-107.27222
39.56658,-107.27249
39.56656,-107.27263
39.56653,-107.27277
39.56651,-107.27291
39.56648,-107.27301
39.56645,-107.27314
39.56637,-107.27341
39.56636,-107.27347
39.56633,-107.27354
39.56624,-107.2738
39.56612,-107.27405
39.56607,-107.27417
39.56604,-107.27422
39.56601,-107.27429
39.56595,-107.2744
39.56574,-107.27473
39.56573,-107.27474
39.56553,-107.27502
39.56536,-107.27522
39.56528,-107.2753
39.5652,-107.27539
39.56511,-107.27548
39.56502,-107.27555
39.56494,-107.27564
39.56476,-107.27578
39.56465,-107.27588
39.56457,-107.27594
39.56406,-107.27637
39.56395,-107.27645
39.56388,-107.27652
39.56379,-107.27659
39.56369,-107.27668
39.56358,-107.27676
39.56333,-107.27698
39.56329,-107.27701
39.56273,-107.27749
39.5627,-107.27751
39.56253,-107.27766
39.56234,-107.27781
39.56233,-107.27783
39.56197,-107.27812
39.56194,-107.27814
39.56156,-107.27848
39.56147,-107.27857
39.56138,-107.27865
39.56127,-107.27877
39.56126,-107.27879
39.56101,-107.27907
39.56072,-107.2795
39.56059,-107.27974
39.56055,-107.27983
39.56054,-107.27986
39.56038,-107.28023
39.56033,-107.28037
39.56026,-107.28062
39.56026,-107.28064
39.5602,-107.28089
39.56018,-107.28103
39.56015,-107.28118
39.56012,-107.28159
39.56012,-107.28201
39.56016,-107.28256
39.56021,-107.28285
39.56028,-107.28313
39.56032,-107.28326
39.56035,-107.28339
39.5604,-107.28353
39.56048,-107.28379
39.56053,-107.28392
39.56061,-107.28417
39.56066,-107.2843
39.5607,-107.28443
39.56083,-107.28479
39.56088,-107.28496
39.56133,-107.28626
39.56136,-107.28639
39.56138,-107.28643
39.56138,-107.28646
39.56141,-107.28654
39.56143,-107.28665
39.56144,-107.28668
39.56148,-107.28688
39.5615,-107.28695
39.56152,-107.2871
39.56155,-107.28754
39.56155,-107.28784
39.56154,-107.28793
39.56154,-107.28801
39.56148,-107.28845
39.56142,-107.28873
39.56137,-107.2889
39.56134,-107.28903
39.56116,-107.28961
39.56098,-107.29033
39.56096,-107.29039
39.56094,-107.29047
39.56085,-107.29107
39.56084,-107.29122
39.56084,-107.2917
39.56085,-107.29186
39.56085,-107.29198
39.56087,-107.2921
39.56088,-107.29225
39.5609,-107.29236
39.56095,-107.29274
39.56097,-107.29284
39.561,-107.29305
39.56103,-107.29318
39.56115,-107.29394
39.56117,-107.29403
39.56123,-107.29446
39.56162,-107.29677
39.56165,-107.29691
39.56167,-107.29706
39.5617,-107.29721
39.56172,-107.29736
39.56174,-107.29744
39.56174,-107.29745
39.56179,-107.29777
39.56182,-107.29791
39.56183,-107.298
39.56186,-107.29814
39.56194,-107.29869
39.56195,-107.29881
39.56198,-107.29901
39.56198,-107.29904
39.56202,-107.29939
39.56206,-107.29995
39.56209,-107.30093
39.56208,-107.30109
39.56208,-107.3015
39.56207,-107.30156
39.56205,-107.30213
39.56204,-107.30221
39.56204,-107.30229
39.56198,-107.30293
39.56191,-107.30343
39.56191,-107.30345
39.56187,-107.30371
39.56184,-107.30385
39.56166,-107.30498
39.56161,-107.30524
39.5616,-107.30535
39.56153,-107.30578
39.5615,-107.30592
39.56133,-107.30703
39.5613,-107.30717
39.56126,-107.30748
39.56123,-107.30762
39.56115,-107.30817
39.56103,-107.30887
39.56092,-107.30963
39.56085,-107.31003
39.56076,-107.31044
39.56064,-107.3108
39.56052,-107.31108
39.56051,-107.31111
39.56047,-107.31119
39.56021,-107.31164
39.56004,-107.31187
39.56001,-107.3119
39.55988,-107.31206
39.55984,-107.31212
39.55934,-107.31267
39.55908,-107.31293
39.55864,-107.31332
39.55837,-107.31354
39.55808,-107.31375
39.55797,-107.31382
39.55789,-107.31388
39.55767,-107.31402
39.55763,-107.31404
39.55751,-107.31412
39.55719,-107.31431
39.55679,-107.31452
39.55669,-107.31458
39.55569,-107.31512
39.55559,-107.31518
39.55548,-107.31523
39.5553,-107.31533
39.55529,-107.31534
39.55528,-107.31534
39.55509,-107.31545
39.55498,-107.3155
39.55478,-107.31562
39.55418,-107.31595
39.55398,-107.31607
39.55379,-107.3162
39.55369,-107.31626
39.5534,-107.31647
39.55313,-107.31668
39.5531,-107.31671
39.55306,-107.31673
39.55286,-107.31691
39.55276,-107.31699
39.5526,-107.31715
39.55241,-107.31732
39.55238,-107.31736
39.55216,-107.31758
39.55214,-107.31761
39.55199,-107.31776
39.55184,-107.31794
39.55181,-107.31797
39.55152,-107.31834
39.55145,-107.31842
39.55123,-107.31873
39.55122,-107.31875
39.55115,-107.31884
39.55093,-107.31917
39.55086,-107.31929
39.5508,-107.31938
39.55079,-107.31941
39.55066,-107.31962
39.55048,-107.31994
39.55017,-107.32055
39.54968,-107.32146
39.54964,-107.32152
39.54949,-107.32181
39.54942,-107.32192
39.54935,-107.32206
39.54923,-107.32226
39.54918,-107.32237
39.54913,-107.32246
39.54912,-107.32247
39.54906,-107.32258
39.54895,-107.32284
39.54887,-107.32306
39.54886,-107.32307
39.54882,-107.32321
39.54873,-107.32361
39.54873,-107.32368
39.54871,-107.32378
39.54869,-107.32404
39.54869,-107.32434
39.54873,-107.32473
39.54876,-107.32488
39.54878,-107.32513
39.5488,-107.32527
39.54883,-107.32561
39.54893,-107.32626
39.54896,-107.32639
39.54897,-107.32647
39.54911,-107.32709
39.54915,-107.32721
39.54921,-107.32743
39.54921,-107.32745
39.5493,-107.3277
39.54944,-107.32804
39.54969,-107.32858
39.54991,-107.32898
39.54992,-107.32899
39.54992,-107.329
39.55003,-107.32917
39.55064,-107.32997
39.55067,-107.33
39.55088,-107.33028
39.55113,-107.33059
39.55115,-107.33061
39.55144,-107.33097
39.55146,-107.33099
39.5516,-107.33117
39.55179,-107.33139
39.552,-107.33166
39.55216,-107.33184
39.55224,-107.33194
39.55231,-107.33204
39.55266,-107.33245
39.55273,-107.33255
39.55373,-107.33376
39.55375,-107.33378
39.55447,-107.33465
39.55456,-107.33474
39.55477,-107.33498
39.55514,-107.33537
39.55525,-107.33547
39.55533,-107.33556
39.55596,-107.33615
39.55605,-107.33622
39.55614,-107.33631
39.55678,-107.33684
39.55681,-107.33686
39.55725,-107.33722
39.55744,-107.33739
39.55752,-107.33747
39.55769,-107.33766
39.55778,-107.33775
39.55795,-107.33794
39.55802,-107.33804
39.5581,-107.33814
39.55839,-107.33856
39.55859,-107.33889
39.55882,-107.33932
